time,OB1_-25.0,OB1_-162.0,OB1_-326.0,OB2_-25.0,OB2_-50.0,OB2_-101.0,OB3_-25.0,OB3_-60.0,OB3_-121.0,OB4_-25.0,OB4_-99.0,OB4_-199.0,OB5_-25.0,OB5_-50.0,OB5_-73.0
1.000000000000,-.8195294942866959,-12.12770880501790,-18.21622640569491,-14.39096645569513,-14.81107993304403,-15.57819480819881,-18.93481168696929,-22.01731880074242,-25.21343808435983,-4.726072597128962,-11.31371229499465,-17.11404188808620,-22.06285565645958,-22.21616325602694,-22.31031568162960
